형태소,품사,지역,관광지,카운트
总理,n,中國,青瓦台,1
总督府,n,中國,光化門廣場,1
总督府,n,中國,青瓦台,1
总督府,n,中國,韓國國立中央博物館,2
总算,d,中國,63大廈,1
总算,d,中國,南山纜車,1
总算,d,中國,廣藏市場,4
总类,n,中國,COEX水族館,1
总结,v,中國,廣藏市場,1
总结,v,中國,愛寶樂園,1
总结,v,中國香港,首爾天空展望台,1
总统,n,中國,三清洞,2
总统,n,中國,仁寺洞,1
总统,n,中國,光化門廣場,2
总统,n,中國,德壽宮,1
总统,n,中國,景福宮,3
总统,n,中國,梨花女子大學,16
总统,n,中國,清溪川,4
总统,n,中國,青瓦台,89
总统,n,中國香港,梨花女子大學,1
总统,n,中國香港,青瓦台,2
总统宫,n,中國,青瓦台,1
总统府,n,中國,三清洞,1
总统府,n,中國,光化門廣場,1
总统府,n,中國,青瓦台,83
总统府,n,中國香港,青瓦台,1
总而言之,c,中國,COEX水族館,1
总而言之,c,中國,明洞,1
总花费,n,中國,明洞,1
总距离,n,中國,清溪川,1
总部,n,中國,三星Leeum美術館,1
总部,n,中國,汝矣島,1
总长,n,中國,清溪川,1
总面积,n,中國,德壽宮,1
总面积,n,中國,昌德宮,1
总面积,n,中國,汝矣島,1
总面积,n,中國,汝矣島漢江公園,3
总面积,n,中國台灣,東大門設計廣場（DDP）,1
恋,v,中國,北村韓屋村,1
恋人,n,中國,N首爾塔,1
恋人,n,中國,南山公園,2
恋人,n,中國,新沙洞,3
恋人,n,中國,梨花女子大學,2
恋人,n,中國,清溪川,2
恋人,n,中國香港,N首爾塔,1
恋恋不舍,i,中國,昌德宮,1
恋歌,n,中國,三清洞,1
恋歌,n,中國,小法蘭西,1
恋爱,v,中國,南山公園,2
恋爱,v,中國,天空公園,1
恋爱,v,中國,梨泰院,1
恋爱,v,中國,清溪川,1
恍如,v,中國香港,北村韓屋村,1
恍如隔世,i,中國,三清洞,1
恍然大悟,id,中國,新沙洞,1
恐,d,中國,梨花女子大學,1
恐,v,中國,南山纜車,1
恐怕,d,中國,北村韓屋村,2
恐怖,a,中國,愛寶樂園,1
恐怖,a,中國,明洞,1
恐惧,a,中國,廣藏市場,2
恐惧症,n,中國,南山公園,1
恐高症,n,中國,63大廈,1
恐龙,n,中國,愛寶樂園,1
恒生,a,中國,梨花女子大學,1
恒生,a,中國,韓國民俗村,1
恢复,v,中國,N首爾塔,1
恢复,v,中國,景福宮,3
恢复,v,中國,梨花女子大學,2
恢复,v,中國,汝矣島,1
恢复,v,中國,清溪川,4
恢复,v,中國,韓國國立中央博物館,1
恢复,v,中國台灣,明洞,1
恢宏,a,中國,光化門廣場,1
恢宏,a,中國,弘益大學,1
恢宏,a,中國,明洞天主聖堂,1
恢宏,a,中國,景福宮,2
恢弘,a,中國,光化門廣場,2
恢弘,a,中國,昌德宮,1
恢弘,a,中國,景福宮,1
恢弘,a,中國,梨花女子大學,1
恣意,d,中國,梨花女子大學,1
恨,v,中國,三清洞,1
恨,v,中國,廣藏市場,4
恨,v,中國,梨泰院,1
恩多,m,中國,梨花女子大學,1
恩寺站,n,中國,奉恩寺,1
恩寺站,n,中國香港,奉恩寺,1
恬适,a,中國,汝矣島,1
恬静,a,中國,三清洞,1
恬静,a,中國,梨花女子大學,1
恬静,a,中國,益善洞韓屋村,1
恬静,a,中國,韓國民俗村,1
恭,g,中國,三清洞,1
恭,g,中國,光化門廣場,1
恭,g,中國,南山公園,1
恭,g,中國,小法蘭西,3
恭,g,中國,廣藏市場,1
恭,g,中國,弘益大學,3
恭,g,中國,德壽宮,1
恭,g,中國,新沙洞,8
恭,g,中國,昌德宮,6
恭,g,中國,景福宮,3
恭,g,中國,梨花女子大學,3
恭,g,中國,汝矣島,2
恭,g,中國,清溪川,3
恭,g,中國,青瓦台,4
恭,g,中國香港,南山公園,1
恭,g,中國香港,新沙洞,2
恭,g,中國香港,梨花女子大學,1
恭弘,a,中國,三清洞,5
恭弘,a,中國,南山公園,9
恭弘,a,中國,南山纜車,4
恭弘,a,中國,奉恩寺,1
恭弘,a,中國,小法蘭西,3
恭弘,a,中國,廣藏市場,2
恭弘,a,中國,弘益大學,2
恭弘,a,中國,德壽宮,4
恭弘,a,中國,新沙洞,2
恭弘,a,中國,昌德宮,9
恭弘,a,中國,景福宮,3
恭弘,a,中國,梨花女子大學,18
恭弘,a,中國,清溪川,5
恭弘,a,中國,益善洞韓屋村,1
恭弘,a,中國,青瓦台,3
恭弘,a,中國香港,仁寺洞,1
恭弘,a,中國香港,南山公園,3
恭弘,a,中國香港,南山谷韓屋村,1
恭弘,a,中國香港,新沙洞,2
恭弘,a,中國香港,梨花女子大學,3
恭弘,n,中國香港,南山公園,1
恭弘,n,中國香港,新沙洞,1
恭弘,np,中國,三清洞,2
恭弘,np,中國,南山公園,1
恭弘,np,中國,小法蘭西,1
恭弘,np,中國,弘益大學,2
恭弘,np,中國,昌德宮,3
恭弘,np,中國,梨泰院,1
恭弘,np,中國,梨花女子大學,2
恭弘,np,中國,清潭洞,1
恭弘,np,中國,韓國之家,1
恭弘,v,中國,三清洞,1
恭弘,v,中國,汝矣島漢江公園,1
恭弘会,n,中國,梨花女子大學,1
恭弘反正,id,中國香港,南山公園,1
恭弘季,id,中國,弘益大學,1
恭弘季,n,中國,弘益大學,1
恭弘树,n,中國,昌德宮,1
恭弘树,n,中國,汝矣島漢江公園,1
恭弘滋滋,a,中國,昌德宮,1
恭弘片,n,中國,德壽宮,1
恭弘算蛮,a,中國,昌德宮,2
恭弘缤纷,id,中國,梨花女子大學,3
恭弘茂,id,中國,梨花女子大學,1
恭弘黄,a,中國,梨花女子大學,1
息,g,中國,華城,1
恰,d,中國,天空公園,1
恰,d,中國,愛寶樂園,1
恰,d,中國,梨花女子大學,1
恰,d,中國,汝矣島,1
恰,d,中國,汝矣島漢江公園,1
恰到好处,id,中國,塗鴉秀 （NH藝術廳）,1
恰到好处,id,中國,梨泰院,1
恰好,d,中國,弘益大學,1
恰好,d,中國,德壽宮,1
恰好,d,中國,月尾島,1
恰好,d,中國,青瓦台,1
恰当,a,中國,清潭洞,1
恰意,n,中國香港,明洞,1
恶,a,中國,東大門設計廣場（DDP）,2
恶劣,a,中國,清溪川,6
恶心,a,中國,廣藏市場,1
恶臭令,id,中國,清溪川,1
悄悄,a,中國,小法蘭西,1
悄悄,a,中國,汝矣島,1
悄悄,d,中國,亂打秀(明洞劇場),1
悄悄,d,中國,弘益大學,1
悉尼,ns,中國,廣藏市場,1
悉心,d,中國,弘大自由市場,1
悉日,t,中國香港,明洞,1
悠,a,中國,昌德宮,1
悠久,a,中國,三清洞,2
悠久,a,中國,仁川唐人街,1
悠久,a,中國,光化門廣場,2
悠久,a,中國,北村韓屋村,1
悠久,a,中國,南大門市場,1
悠久,a,中國,南山公園,1
悠久,a,中國,奉恩寺,1
悠久,a,中國,廣藏市場,5
悠久,a,中國,德壽宮,2
悠久,a,中國,昌德宮,5
悠久,a,中國,明洞天主聖堂,3
悠久,a,中國,景福宮,1
悠久,a,中國,東大門,2
悠久,a,中國,東大門設計廣場（DDP）,1
悠久,a,中國,梨花女子大學,21
悠久,a,中國,清溪川,1
悠久,a,中國,益善洞韓屋村,1
悠久,a,中國,華城,1
悠久,a,中國,青瓦台,1
悠久,a,中國台灣,梨花女子大學,1
悠久,a,中國香港,北村韓屋村,2
悠久,a,中國香港,景福宮,1
悠悠,a,中國,昌德宮,1
悠悠,a,中國,汝矣島漢江公園,1
悠悠,a,中國香港,新沙洞,1
悠扬,a,中國,汝矣島漢江公園,1
悠游,v,中國,汝矣島漢江公園,1
悠游,v,中國,清溪川,1
悠游自在,id,中國,南山公園,1
悠然,a,中國,亂打秀(明洞劇場),1
悠然,a,中國,星空圖書館,1
悠远,a,中國,梨花女子大學,1
悠闲,a,中國,三清洞,4
悠闲,a,中國,光化門廣場,2
悠闲,a,中國,北村韓屋村,1
悠闲,a,中國,南山公園,1
悠闲,a,中國,小法蘭西,1
悠闲,a,中國,廣藏市場,1
悠闲,a,中國,弘益大學,1
悠闲,a,中國,德壽宮,1
悠闲,a,中國,新沙洞,5
悠闲,a,中國,昌德宮,1
悠闲,a,中國,景福宮,1
悠闲,a,中國,梨泰院,1
悠闲,a,中國,汝矣島漢江公園,2
悠闲,a,中國,清溪川,6
悠闲,a,中國,清潭洞,1
悠闲,a,中國,益善洞韓屋村,1
悠闲,a,中國,韓國民俗村,1
悠闲,a,中國台灣,小法蘭西,1
悠闲,a,中國台灣,明洞,1
悠闲,a,中國台灣,汝矣島漢江公園,2
悠闲,a,中國香港,N首爾塔,1
悠闲,a,中國香港,北村韓屋村,1
悠闲,a,中國香港,韓國國立中央博物館,1
悠闲自得,id,中國香港,三清洞,1
悦,g,中國,三清洞,2
悦目,a,中國香港,新沙洞,1
悦耳,a,中國,小法蘭西,1
您,r,中國,廣藏市場,1
您,r,中國,景福宮,1
您,r,中國,汝矣島漢江公園,1
您,r,中國,清潭洞,1
您,r,中國,青瓦台,1
您,r,中國香港,景福宮,4
您,r,中國香港,梨花女子大學,2
您,r,中國香港,首爾天空展望台,3
悬挂,v,中國,昌德宮,2
悬空,v,中國,高尺巨蛋,1
悲伤,a,中國,兒童大公園,2
悲催,a,中國,梨泰院,1
悲剧,n,中國,德壽宮,1
悲哀,a,中國,兒童大公園,1
悲惨,a,中國,弘益大學,1
悻悻,d,中國,弘益大學,1
悻悻,d,中國,清溪川,1
悼念,v,中國,光化門廣場,1
情,g,中國,光化門廣場,1
情,g,中國,汝矣島漢江公園,1
情,g,中國香港,清溪川,2
情,n,中國,南山公園,2
情,n,中國香港,三清洞,2
情人,n,中國,南山公園,2
情人,n,中國,東大門設計廣場（DDP）,1
情人,n,中國,漢江遊船,1
情人,n,中國香港,N首爾塔,1
情人,n,中國香港,南山公園,1
情人节,n,中國,漢江遊船,1
情人锁,n,中國,南山公園,2
情侣,n,中國,COEX水族館,4
情侣,n,中國,N首爾塔,13
情侣,n,中國,三清洞,3
情侣,n,中國,仁寺洞,3
情侣,n,中國,南山公園,15
情侣,n,中國,南山纜車,2
情侣,n,中國,小法蘭西,1
情侣,n,中國,愛寶樂園,2
情侣,n,中國,新沙洞,2
情侣,n,中國,昌德宮,1
情侣,n,中國,明洞,1
情侣,n,中國,明洞天主聖堂,1
情侣,n,中國,月尾島,1
情侣,n,中國,東大門歷史文化公園站,1
情侣,n,中國,東大門設計廣場（DDP）,3
情侣,n,中國,樂天世界,1
情侣,n,中國,汝矣島,3
情侣,n,中國,汝矣島漢江公園,8
情侣,n,中國,清溪川,13
情侣,n,中國,益善洞韓屋村,1
情侣,n,中國,首爾大公園,1
情侣,n,中國台灣,COEX水族館,1
情侣,n,中國台灣,N首爾塔,3
情侣,n,中國台灣,南山公園,1
情侣,n,中國香港,N首爾塔,2
情侣,n,中國香港,仁寺洞,1
情侣,n,中國香港,南山公園,6
情侣,n,中國香港,南山谷韓屋村,1
情侣,n,中國香港,愛寶樂園,1
情侣,n,中國香港,清溪川,5
情侣游,n,中國,首爾大公園,1
情侣锁,n,中國,N首爾塔,1
情况,n,中國,63大廈,3
情况,n,中國,COEX水族館,1
情况,n,中國,三清洞,1
情况,n,中國,北村韓屋村,1
情况,n,中國,南山公園,1
情况,n,中國,南山谷韓屋村,1
情况,n,中國,奉恩寺,1
情况,n,中國,弘大自由市場,1
情况,n,中國,愛寶樂園,1
情况,n,中國,景福宮,1
情况,n,中國,梨泰院,2
情况,n,中國,汝矣島漢江公園,1
情况,n,中國香港,梨泰院,1
情境,n,中國,清溪川,1
情怀,n,中國,三清洞,1
情怀,n,中國,北村韓屋村,1
情怀,n,中國,南山公園,1
情怀,n,中國,南山谷韓屋村,1
情怀,n,中國,小法蘭西,1
情怀,n,中國,新沙洞,1
情怀,n,中國,明洞天主聖堂,1
情怀,n,中國,益善洞韓屋村,1
情怀,n,中國,青瓦台,1
情怀,n,中國,高尺巨蛋,1
情意,n,中國,小法蘭西,1
情感,n,中國,三清洞,1
情感,n,中國,北村韓屋村,1
情操,n,中國,南山纜車,1
情景,n,中國,63大廈,1
情景,n,中國,光化門廣場,1
情景,n,中國,韓國民俗村,1
情景剧,n,中國,亂打秀(明洞劇場),1
情结,n,中國,N首爾塔,1
情绪,n,中國,明洞天主聖堂,1
情节,n,中國,N首爾塔,1
情节,n,中國,亂打秀(明洞劇場),6
情节,n,中國,南山公園,1
情节,n,中國,南山纜車,1
情节,n,中國,廣藏市場,1
情节,n,中國,弘益大學,1
情节,n,中國,德壽宮,1
情节,n,中國,昌德宮,1
情节,n,中國,青瓦台,1
情节,n,中國,韓國之家,1
情节,n,中國香港,亂打秀(明洞劇場),1
情话,n,中國,南山公園,1
情调,n,中國,三清洞,5
情调,n,中國,仁寺洞,6
情调,n,中國,南山公園,1
情调,n,中國,弘大自由市場,3
情调,n,中國,德壽宮,1
情调,n,中國,新沙洞,5
情调,n,中國,明洞天主聖堂,1
情调,n,中國,星空圖書館,1
情调,n,中國,景福宮,1
情调,n,中國,梨泰院,2
情调,n,中國,梨花女子大學,1
情调,n,中國,汝矣島漢江公園,1
情调,n,中國,清溪川,7
情调,n,中國,清潭洞,1
情调,n,中國,韓國民俗村,1
情调,n,中國香港,小法蘭西,1
情趣,n,中國,63大廈,1
情趣,n,中國,三清洞,1
情趣,n,中國,景福宮,1
情锁,n,中國,南山公園,2
情锁,n,中國台灣,N首爾塔,1
情锁,n,中國香港,南山公園,1
情锁,n,中國香港,明洞,1
惊,v,中國,三星Leeum美術館,1
惊,v,中國,三清洞,1
惊,v,中國,廣藏市場,1
惊,v,中國,弘大自由市場,1
惊,v,中國,星空圖書館,1
惊,v,中國,汝矣島,3
惊,v,中國台灣,COEX水族館,1
惊,v,中國台灣,弘益大學,1
惊,v,中國香港,樂天世界,1
惊人,a,中國,塗鴉秀 （NH藝術廳）,1
惊人,a,中國,愛寶樂園,1
惊人,a,中國,東大門,1
惊人,a,中國,東大門設計廣場（DDP）,1
惊人,a,中國,梨花女子大學,2
惊叹,v,中國,三清洞,1
惊叹,v,中國,塗鴉秀 （NH藝術廳）,1
惊叹,v,中國,昌德宮,1
惊叹,v,中國,明洞天主聖堂,1
惊叹,v,中國,東大門設計廣場（DDP）,1
惊叹,v,中國,梨花女子大學,2
惊叹,v,中國,清溪川,1
惊叹不已,i,中國,塗鴉秀 （NH藝術廳）,1
惊吓,v,中國,愛寶樂園,1
惊喜,a,中國,COEX水族館,4
惊喜,a,中國,三清洞,2
惊喜,a,中國,仁寺洞,1
惊喜,a,中國,仁川唐人街,1
惊喜,a,中國,南大門市場,1
惊喜,a,中國,南山公園,1
惊喜,a,中國,塗鴉秀 （NH藝術廳）,3
惊喜,a,中國,弘益大學,2
惊喜,a,中國,新沙洞,1
惊喜,a,中國,明洞,1
惊喜,a,中國,景福宮,1
惊喜,a,中國,月尾島,1
惊喜,a,中國,梨泰院,4
惊喜,a,中國,汝矣島漢江公園,2
惊喜,a,中國,清溪川,2
惊喜,a,中國,益善洞韓屋村,1
惊喜,a,中國,華城,1
惊喜,a,中國,首爾大公園,1
惊喜,a,中國香港,N首爾塔,1
惊喜,a,中國香港,亂打秀(明洞劇場),1
惊喜,a,中國香港,廣藏市場,1
惊喜,v,中國,塗鴉秀 （NH藝術廳）,1
惊喜首尔,np,中國,梨泰院,1
惊奇,a,中國,COEX水族館,1
惊奇,a,中國,仁寺洞,1
惊奇,a,中國,汝矣島漢江公園,1
惊异,v,中國,三清洞,1
惊心动魄,id,中國,月尾島,1
惊悚,a,中國,廣藏市場,1
惊扰,v,中國,明洞天主聖堂,1
惊现,v,中國,汝矣島漢江公園,1
惊艳,a,中國,COEX水族館,1
惊艳,a,中國,三星Leeum美術館,1
惊艳,a,中國,仁川唐人街,1
惊艳,a,中國,塗鴉秀 （NH藝術廳）,2
惊艳,a,中國,廣藏市場,2
惊艳,a,中國,星空圖書館,2
惊艳,a,中國,東大門設計廣場（DDP）,1
惊艳,a,中國,清溪川,1
惊艳,v,中國,愛寶樂園,1
惊艳,v,中國,梨花女子大學,1
惊艳,v,中國,汝矣島,1
惊讶,a,中國,南山谷韓屋村,1
惊讶,a,中國,廣藏市場,1
惊讶,a,中國,東大門設計廣場（DDP）,2
惊讶,a,中國,梨花女子大學,1
惊险,a,中國,首爾遊樂園,1
惟妙惟肖,id,中國,光化門廣場,1
惠化,ns,中國,汝矣島漢江公園,1
惠化洞,ns,中國,塗鴉秀 （NH藝術廳）,1
惧高症,n,中國台灣,樂天世界塔,1
惨,a,中國,愛寶樂園,1
惨淡,a,中國,華城,1
惬意,a,中國,COEX水族館,1
惬意,a,中國,三清洞,5
惬意,a,中國,仁寺洞,2
惬意,a,中國,光化門廣場,1
惬意,a,中國,天空公園,1
惬意,a,中國,廣藏市場,3
惬意,a,中國,弘益大學,3
惬意,a,中國,新沙洞,2
惬意,a,中國,昌德宮,1
惬意,a,中國,明洞天主聖堂,1
惬意,a,中國,景福宮,1
惬意,a,中國,月尾島,2
惬意,a,中國,東大門設計廣場（DDP）,1
惬意,a,中國,梨泰院,2
惬意,a,中國,梨花女子大學,2
惬意,a,中國,樂天世界塔,1
惬意,a,中國,汝矣島漢江公園,4
惬意,a,中國,清溪川,8
惬意,a,中國,漢江遊船,4
惬意,a,中國,青瓦台,2
惬意,a,中國香港,小法蘭西,1
惬意,a,中國香港,清溪川,1
惭愧,a,中國,北村韓屋村,1
惯,v,中國,三清洞,2
惯,v,中國,仁川唐人街,1
惯,v,中國,廣藏市場,5
惯,v,中國,昌德宮,2
惯,v,中國,華城,1
惯例,n,中國,華城,1
想,v,中國,63大廈,4
想,v,中國,COEX水族館,7
想,v,中國,N首爾塔,9
想,v,中國,YG娛樂公司,1
想,v,中國,三星Leeum美術館,2
想,v,中國,三清洞,17
想,v,中國,亂打秀(明洞劇場),5
想,v,中國,仁寺洞,7
想,v,中國,仁川唐人街,4
想,v,中國,光化門廣場,11
想,v,中國,北村韓屋村,6
想,v,中國,南大門市場,4
想,v,中國,南山公園,12
想,v,中國,南山纜車,5
想,v,中國,南山谷韓屋村,2
想,v,中國,塗鴉秀 （NH藝術廳）,6
想,v,中國,天空公園,7
想,v,中國,奉恩寺,1
想,v,中國,小法蘭西,2
想,v,中國,廣藏市場,30
想,v,中國,弘大自由市場,8
想,v,中國,弘益大學,22
想,v,中國,德壽宮,1
想,v,中國,愛寶樂園,11
想,v,中國,新沙洞,7
想,v,中國,昌德宮,9
想,v,中國,明洞,8
想,v,中國,明洞天主聖堂,2
想,v,中國,星空圖書館,5
想,v,中國,景福宮,13
想,v,中國,月尾島,3
想,v,中國,東大門設計廣場（DDP）,8
想,v,中國,梨泰院,7
想,v,中國,梨花女子大學,17
想,v,中國,汝矣島,4
想,v,中國,汝矣島漢江公園,10
想,v,中國,清溪川,6
想,v,中國,清潭洞,2
想,v,中國,漢江遊船,2
想,v,中國,益善洞韓屋村,2
想,v,中國,華城,1
想,v,中國,青瓦台,12
想,v,中國,韓國之家,2
想,v,中國,韓國國立中央博物館,2
想,v,中國,韓國民俗村,2
想,v,中國,首爾大公園,2
想,v,中國台灣,COEX水族館,1
想,v,中國台灣,北村韓屋村,2
想,v,中國台灣,南山公園,1
想,v,中國台灣,新沙洞,2
想,v,中國台灣,星空圖書館,1
想,v,中國台灣,首爾天空展望台,1
想,v,中國香港,63大廈,1
想,v,中國香港,仁寺洞,2
想,v,中國香港,北村韓屋村,5
想,v,中國香港,南山公園,1
想,v,中國香港,廣藏市場,2
想,v,中國香港,愛寶樂園,3
想,v,中國香港,明洞,4
想,v,中國香港,景福宮,1
想,v,中國香港,東大門設計廣場（DDP）,1
想,v,中國香港,清溪川,1
想,v,中國香港,韓國國立中央博物館,1
想,v,中國香港,首爾天空展望台,2
想到,v,中國,63大廈,1
想到,v,中國,COEX水族館,3
想到,v,中國,N首爾塔,1
想到,v,中國,三清洞,2
想到,v,中國,亂打秀(明洞劇場),2
想到,v,中國,仁寺洞,3
想到,v,中國,光化門廣場,1
想到,v,中國,南山公園,2
想到,v,中國,廣藏市場,3
想到,v,中國,弘大自由市場,1
想到,v,中國,弘益大學,2
想到,v,中國,明洞,1
想到,v,中國,明洞天主聖堂,2
想到,v,中國,星空圖書館,1
想到,v,中國,景福宮,1
想到,v,中國,東大門歷史文化公園站,1
想到,v,中國,梨泰院,2
想到,v,中國,梨花女子大學,1
想到,v,中國,汝矣島,1
想到,v,中國,清溪川,6
想到,v,中國,華城,1
想到,v,中國,青瓦台,1
想到,v,中國,韓國民俗村,1
想必,d,中國,景福宮,1
想必,d,中國,汝矣島,1
想念,v,中國,仁川唐人街,1
想念,v,中國,南山纜車,1
想念,v,中國,明洞,1
想想,v,中國,三清洞,1
想想,v,中國,仁寺洞,1
想想,v,中國,南山公園,1
想想,v,中國,廣藏市場,1
想想,v,中國,景福宮,1
想想,v,中國,梨花女子大學,1
想想,v,中國,青瓦台,2
想法,n,中國,廣藏市場,1
想法,n,中國香港,三清洞,1
想象,v,中國,COEX水族館,3
想象,v,中國,三清洞,2
想象,v,中國,亂打秀(明洞劇場),2
想象,v,中國,仁寺洞,2
想象,v,中國,光化門廣場,1
想象,v,中國,北村韓屋村,2
想象,v,中國,南山公園,1
想象,v,中國,南山纜車,2
想象,v,中國,南山谷韓屋村,1
想象,v,中國,塗鴉秀 （NH藝術廳）,2
想象,v,中國,天空公園,2
想象,v,中國,奉恩寺,1
想象,v,中國,小法蘭西,1
想象,v,中國,廣藏市場,9
想象,v,中國,弘益大學,1
想象,v,中國,德壽宮,1
想象,v,中國,新沙洞,2
想象,v,中國,昌德宮,4
想象,v,中國,明洞天主聖堂,3
想象,v,中國,星空圖書館,1
想象,v,中國,景福宮,3
